source_status,pulled_at_local,delivery_window_since,delivery_window_until,account_alias,account_name,customer_id,object_level,object_id,current_name,parent_campaign_id,parent_campaign_name,parent_ad_group_id,parent_ad_group_name,configured_status,campaign_status,channel_type,channel_sub_type,bidding_strategy_type,ad_group_type,ad_type,final_urls,spend,impressions,clicks,conversions,all_conversions,proposed_gads_name,proposed_key,naming_status,notes
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,700327054021,RESPONSIVE_SEARCH_AD / 700327054021,21319600288,markham | LSM | kws,168380722768,Daycare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/markham-esna-park/,362.71,2585,143,12.333334,51.652152,not_applicable,gads-ad-700327054021,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,573053609693,RESPONSIVE_SEARCH_AD / 573053609693,15778154097,oakville | lsm | kw,132731209638,oak childcare | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/oakville/,359.07,2299,121,13.004242,59.266968,not_applicable,gads-ad-573053609693,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,738794432855,RESPONSIVE_SEARCH_AD / 738794432855,22331077914,Lions Gate | LSM | KW,176947301712,Preschool - Early Childhood | Broad,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/north-vancouver-lions-gate/,314.57,2680,119,7.655329,41.056295,not_applicable,gads-ad-738794432855,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,769141384463,RESPONSIVE_SEARCH_AD / 769141384463,22884384921,richmond south | LSM | keywords,183416601029,Daycare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/richmond-south/,310.90,2327,144,20.723897,74.542533,not_applicable,gads-ad-769141384463,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,796978213618,RESPONSIVE_SEARCH_AD / 796978213618,23557258708,Sunny Side | LSM | Conversion,198793984288,daycare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/coming-soon-surrey-sunnyside/,309.62,2239,138,12.226518,29.515323,not_applicable,gads-ad-796978213618,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,779159207470,RESPONSIVE_SEARCH_AD / 779159207470,21319600288,markham | LSM | kws,186285726465,SKAG | daycare near me | BROAD,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/markham-esna-park/,308.98,3136,127,11,42.051702,not_applicable,gads-ad-779159207470,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,769062734116,RESPONSIVE_SEARCH_AD / 769062734116,22450573429,chilliwack | LSM | kws,183830039276,Childcare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/chilliwack-cottonwood/,280.48,1108,53,0,16.987877,not_applicable,gads-ad-769062734116,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,752416441560,RESPONSIVE_SEARCH_AD / 752416441560,22555521837,beltline | LSM | KW,184833666372,Daycare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/calgary-beltline/,269.14,2369,81,7.96432,45.493675,not_applicable,gads-ad-752416441560,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,700396938146,RESPONSIVE_SEARCH_AD / 700396938146,21319600288,markham | LSM | kws,162384612163,Early Learning,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/markham-esna-park/,245.20,1921,105,4.166666,26.333332,not_applicable,gads-ad-700396938146,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,750685545822,RESPONSIVE_SEARCH_AD / 750685545822,22517347425,meadowvale | LSM | kws,179466531055,Childcare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/mississauga-meadowvale/,242.63,2825,106,3.966529,29.62203,not_applicable,gads-ad-750685545822,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,804202592607,RESPONSIVE_SEARCH_AD / 804202592607,23732999189,campbell heights | LSM | Keywords,196679148682,Childcare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/surrey-campbell-heights/,218.54,606,25,1.5,8.5,not_applicable,gads-ad-804202592607,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,752526617447,RESPONSIVE_SEARCH_AD / 752526617447,22555521837,beltline | LSM | KW,184833666412,Preschool,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/calgary-beltline/,197.66,1090,71,7.988338,38.976892,not_applicable,gads-ad-752526617447,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,804317283032,RESPONSIVE_SEARCH_AD / 804317283032,23732999189,campbell heights | LSM | Keywords,196679148882,Early Education,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/surrey-campbell-heights/,196.01,423,16,0,3,not_applicable,gads-ad-804317283032,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,732080526881,RESPONSIVE_SEARCH_AD / 732080526881,21319600288,markham | LSM | kws,178179895361,Competitors,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/markham-esna-park/,192.74,1326,86,8.973415,33.974776,not_applicable,gads-ad-732080526881,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,752088932581,RESPONSIVE_SEARCH_AD / 752088932581,22517347425,meadowvale | LSM | kws,179466531255,Daycare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/mississauga-meadowvale/,166.20,1678,72,7,21.970788,not_applicable,gads-ad-752088932581,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,804202592589,RESPONSIVE_SEARCH_AD / 804202592589,23732999189,campbell heights | LSM | Keywords,196679148642,daycare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/surrey-campbell-heights/,166.06,659,19,0.5,4.5,not_applicable,gads-ad-804202592589,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,598450680682,RESPONSIVE_SEARCH_AD / 598450680682,17290399592,burlington | lsm | kw,140637880710,Childcare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/burlington-south-service-road/,133.23,1459,97,6.986528,51.655289,not_applicable,gads-ad-598450680682,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,752417774139,RESPONSIVE_SEARCH_AD / 752417774139,22555521837,beltline | LSM | KW,184833666652,Early Education,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/calgary-beltline/,129.78,986,47,3.983705,17.409088,not_applicable,gads-ad-752417774139,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,598402094331,RESPONSIVE_SEARCH_AD / 598402094331,17290399592,burlington | lsm | kw,135526560606,Early Learning,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/burlington-south-service-road/,108.70,831,53,5.984802,24.971325,not_applicable,gads-ad-598402094331,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,779158843396,RESPONSIVE_SEARCH_AD / 779158843396,22331077914,Lions Gate | LSM | KW,183890834101,SKAG | daycare | BROAD,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/north-vancouver-lions-gate/,104.23,1474,47,2.993473,24.993473,not_applicable,gads-ad-779158843396,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,572992941001,RESPONSIVE_SEARCH_AD / 572992941001,15778154097,oakville | lsm | kw,134584364609,oak early education | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/oakville/,103.54,1016,45,2.993473,11.993473,not_applicable,gads-ad-572992941001,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,623792611812,RESPONSIVE_SEARCH_AD / 623792611812,14995905347,corp | search | branded | cefa | always on,134287144491,branded keywords | observation | all gender | all ages,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/,98.96,122,33,6,24.933894,not_applicable,gads-ad-623792611812,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,769013987976,RESPONSIVE_SEARCH_AD / 769013987976,22884384921,richmond south | LSM | keywords,183416601349,Junior kindergarten,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/richmond-south/,97.91,798,32,3,9.408018,not_applicable,gads-ad-769013987976,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,752068238313,RESPONSIVE_SEARCH_AD / 752068238313,22517347425,meadowvale | LSM | kws,179466531575,Junior kindergarten,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/mississauga-meadowvale/,96.41,587,38,3,18.657398,not_applicable,gads-ad-752068238313,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,598405328769,RESPONSIVE_SEARCH_AD / 598405328769,17290399592,burlington | lsm | kw,135187984005,Early Education,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/burlington-south-service-road/,94.65,1010,58,6.496737,28.490836,not_applicable,gads-ad-598405328769,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,573041685585,RESPONSIVE_SEARCH_AD / 573041685585,15778154097,oakville | lsm | kw,135493604367,oak junior kindergarten | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/oakville/,92.24,608,30,3,12.25,not_applicable,gads-ad-573041685585,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,745594725996,RESPONSIVE_SEARCH_AD / 745594725996,22434718934,white rock | LSM | keywords,178346477976,Junior kindergarten,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/white-rock/,74.16,379,8,0,2,not_applicable,gads-ad-745594725996,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,752067721605,RESPONSIVE_SEARCH_AD / 752067721605,22517347425,meadowvale | LSM | kws,179466531535,Early Education,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/mississauga-meadowvale/,72.81,975,35,3.026944,18.360277,not_applicable,gads-ad-752067721605,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,573047071673,RESPONSIVE_SEARCH_AD / 573047071673,15778154097,oakville | lsm | kw,131878525676,oak early learning | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/oakville/,71.10,834,29,1,8,not_applicable,gads-ad-573047071673,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,598520545157,RESPONSIVE_SEARCH_AD / 598520545157,17290399592,burlington | lsm | kw,137513913060,Preschool,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/burlington-south-service-road/,65.26,708,41,2.976737,12.457953,not_applicable,gads-ad-598520545157,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,752526623972,RESPONSIVE_SEARCH_AD / 752526623972,22555521837,beltline | LSM | KW,184833666692,Junior kindergarten,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/calgary-beltline/,59.07,375,21,0,3,not_applicable,gads-ad-752526623972,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,598407885117,RESPONSIVE_SEARCH_AD / 598407885117,17290399592,burlington | lsm | kw,134088843342,Pre-K,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/burlington-south-service-road/,55.12,393,29,1,7,not_applicable,gads-ad-598407885117,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,804202592622,RESPONSIVE_SEARCH_AD / 804202592622,23732999189,campbell heights | LSM | Keywords,196679149082,Preschool,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/surrey-campbell-heights/,54.76,151,7,0,1,not_applicable,gads-ad-804202592622,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,784015205400,RESPONSIVE_SEARCH_AD / 784015205400,23234507996,capilano | lsm | kws,191500413551,Childcare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/north-vancouver-capilano-mall/?utm_medium=paid&utm_source=search&utm_campaign=lsm,53.73,736,29,3,11,not_applicable,gads-ad-784015205400,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,779159004235,RESPONSIVE_SEARCH_AD / 779159004235,22341251503,Park Royal | LSM | KW,188564597964,SKAG | daycare near me | BROAD,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/west-vancouver-park-royal/?fbclid=fbclidchool/west-vancouver-park-royal/,51.90,596,30,0.976933,7.961783,not_applicable,gads-ad-779159004235,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,797646190311,RESPONSIVE_SEARCH_AD / 797646190311,22434718934,white rock | LSM | keywords,178346477696,Preschool,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/white-rock/,47.66,273,8,1,5.399136,not_applicable,gads-ad-797646190311,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,752088507808,RESPONSIVE_SEARCH_AD / 752088507808,22517347425,meadowvale | LSM | kws,179466531295,Preschool,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/mississauga-meadowvale/,45.19,445,24,2,9,not_applicable,gads-ad-752088507808,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,769016665425,RESPONSIVE_SEARCH_AD / 769016665425,22884384921,richmond south | LSM | keywords,183416600829,Childcare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/richmond-south/,41.70,564,21,2.563955,10.892659,not_applicable,gads-ad-769016665425,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,752528683427,RESPONSIVE_SEARCH_AD / 752528683427,22555521837,beltline | LSM | KW,184833666172,Childcare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/calgary-beltline/,37.76,302,10,0,0,not_applicable,gads-ad-752528683427,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,769143778535,RESPONSIVE_SEARCH_AD / 769143778535,22450573429,chilliwack | LSM | kws,183031122399,Early Education,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/chilliwack-cottonwood/,37.09,225,7,0,1,not_applicable,gads-ad-769143778535,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,804202592580,RESPONSIVE_SEARCH_AD / 804202592580,23732999189,campbell heights | LSM | Keywords,196679148922,Early Learning,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/surrey-campbell-heights/,36.86,215,3,0,2,not_applicable,gads-ad-804202592580,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,784015205250,RESPONSIVE_SEARCH_AD / 784015205250,23234507996,capilano | lsm | kws,191500413351,Daycare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/north-vancouver-capilano-mall/?utm_medium=paid&utm_source=search&utm_campaign=lsm,36.62,604,18,3.968989,9.968989,not_applicable,gads-ad-784015205250,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,573042933357,RESPONSIVE_SEARCH_AD / 573042933357,15778154097,oakville | lsm | kw,140369184468,oak pre-k | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/oakville/,36.28,260,16,2,7,not_applicable,gads-ad-573042933357,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,784015975915,RESPONSIVE_SEARCH_AD / 784015975915,23234507996,capilano | lsm | kws,191500413111,Pre-K,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/north-vancouver-capilano-mall/?utm_medium=paid&utm_source=search&utm_campaign=lsm,25.33,269,9,0,2.5,not_applicable,gads-ad-784015975915,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,797678621740,RESPONSIVE_SEARCH_AD / 797678621740,22434718934,white rock | LSM | keywords,178346477456,Childcare,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/white-rock/,25.26,216,6,0,1,not_applicable,gads-ad-797678621740,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,784015205220,RESPONSIVE_SEARCH_AD / 784015205220,23234507996,capilano | lsm | kws,191500413271,Early Learning,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/north-vancouver-capilano-mall/?utm_medium=paid&utm_source=search&utm_campaign=lsm,23.78,239,13,1,5,not_applicable,gads-ad-784015205220,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,803531614470,RESPONSIVE_SEARCH_AD / 803531614470,21319600288,markham | LSM | kws,168380722688,Early Education,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/markham-esna-park/,22.55,753,20,0,5.003518,not_applicable,gads-ad-803531614470,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,572995792966,EXPANDED_TEXT_AD / 572995792966,15778154097,oakville | lsm | kw,130489998463,oak daycare | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,19.69,135,9,0,2,not_applicable,gads-ad-572995792966,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
