source_status,pulled_at_local,delivery_window_since,delivery_window_until,account_alias,account_name,account_id,object_level,object_id,current_name,parent_campaign_id,parent_campaign_name,parent_adset_id,parent_adset_name,configured_status,effective_status,objective_or_optimization_goal,spend,impressions,clicks,proposed_nc2_name,proposed_key,naming_status,notes
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237092888580400,carousel | oakville | nearby,120231322379890400,CEFA | Oakville | LSM | META | LEADS | BOF | Enrollment,120231322379900400,oakville | interests: rich parents | 10 km,ACTIVE,CAMPAIGN_PAUSED,,6.47,363,2,CAR | ALL Programs | Oakville | Nearby | v1,car-all-programs-oakville-nearby-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237093231450400,carousel | oakville | nearby,120231322379890400,CEFA | Oakville | LSM | META | LEADS | BOF | Enrollment,120237093231440400,oakville | lookalike | 10 km,ACTIVE,CAMPAIGN_PAUSED,,1.82,147,1,CAR | ALL Programs | Oakville | Nearby | v1,car-all-programs-oakville-nearby-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237093231460400,carousel | oakville | attention,120231322379890400,CEFA | Oakville | LSM | META | LEADS | BOF | Enrollment,120237093231440400,oakville | lookalike | 10 km,ACTIVE,CAMPAIGN_PAUSED,,448.45,39769,468,CAR | ALL Programs | Oakville | Attention | v1,car-all-programs-oakville-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237093231470400,video | carousel-video | oakville | nearby,120231322379890400,CEFA | Oakville | LSM | META | LEADS | BOF | Enrollment,120237093231440400,oakville | lookalike | 10 km,ACTIVE,CAMPAIGN_PAUSED,,22.65,1733,26,VID | ALL Programs | Carousel-video | Oakville | v1,vid-all-programs-carousel-video-oakville-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237093231480400,video | carousel-video | oakville | attention,120231322379890400,CEFA | Oakville | LSM | META | LEADS | BOF | Enrollment,120237093231440400,oakville | lookalike | 10 km,ACTIVE,CAMPAIGN_PAUSED,,99.65,7359,65,VID | ALL Programs | Carousel-video | Oakville | v1,vid-all-programs-carousel-video-oakville-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237094130760400,carousel | meadowvale | montessori,120230794740250400,CEFA | Meadowvale | LSM | META | LEADS | BOF | Enrollment,120230794740230400,meadowvale | lookalike | 15 km,ACTIVE,CAMPAIGN_PAUSED,,252.31,17909,138,CAR | ALL Programs | Meadowvale | Montessori | v1,car-all-programs-meadowvale-montessori-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237094260560400,carousel | meadowvale | montessori,120230794740250400,CEFA | Meadowvale | LSM | META | LEADS | BOF | Enrollment,120237094260580400,meadowvale | early learning + montessori | 15 km,ACTIVE,CAMPAIGN_PAUSED,,846.57,59064,513,CAR | ALL Programs | Meadowvale | Montessori | v1,car-all-programs-meadowvale-montessori-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237094260570400,carousel | meadowvale | attention,120230794740250400,CEFA | Meadowvale | LSM | META | LEADS | BOF | Enrollment,120237094260580400,meadowvale | early learning + montessori | 15 km,ACTIVE,CAMPAIGN_PAUSED,,469.26,35983,423,CAR | ALL Programs | Meadowvale | Attention | v1,car-all-programs-meadowvale-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237094402180400,video | markham | carousel-video | early learning – Copy,120229052675680400,CEFA | Markham | LSM | META | LEADS | BOF | Enrollment,120229052675870400,markham | lal: inquiry submits | 30 - 45,ACTIVE,CAMPAIGN_PAUSED,,192.53,15116,189,VID | ALL Programs | Markham | Carousel-video | v2,vid-all-programs-markham-carousel-video-v2,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237094402190400,carousel | march | V2 | attention – Copy,120229052675680400,CEFA | Markham | LSM | META | LEADS | BOF | Enrollment,120229052675870400,markham | lal: inquiry submits | 30 - 45,ACTIVE,CAMPAIGN_PAUSED,,86.95,5360,73,CAR | ALL Programs | March | Attention | v2,car-all-programs-march-attention-v2,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237094402200400,carousel | markham | Early learning – Copy,120229052675680400,CEFA | Markham | LSM | META | LEADS | BOF | Enrollment,120229052675870400,markham | lal: inquiry submits | 30 - 45,ACTIVE,CAMPAIGN_PAUSED,,70.6,4647,64,CAR | ALL Programs | Markham | Early Learning | v2,car-all-programs-markham-early-learning-v2,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237094402210400,video | markham | carousel-video | attention – Copy,120229052675680400,CEFA | Markham | LSM | META | LEADS | BOF | Enrollment,120229052675870400,markham | lal: inquiry submits | 30 - 45,ACTIVE,CAMPAIGN_PAUSED,,183.29,15145,242,VID | ALL Programs | Markham | Carousel-video | v2,vid-all-programs-markham-carousel-video-v2,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237167874430400,carousel | beltline | new location,120230793807800400,beltline | LSM | conversions (updated),120237167874450400,beltline | lookalike | 10 km | 4+ age,ACTIVE,CAMPAIGN_PAUSED,,175.09,12563,179,CAR | ALL Programs | Calgary Beltline | New Location | v1,car-all-programs-calgary-beltline-new-location-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237167874440400,video | beltline | carousel-video | attention,120230793807800400,beltline | LSM | conversions (updated),120237167874450400,beltline | lookalike | 10 km | 4+ age,ACTIVE,CAMPAIGN_PAUSED,,64.13,5213,66,VID | ALL Programs | Calgary Beltline | Carousel-video | v1,vid-all-programs-calgary-beltline-carousel-video-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237167874460400,video | beltline | carousel-video | new location,120230793807800400,beltline | LSM | conversions (updated),120237167874450400,beltline | lookalike | 10 km | 4+ age,ACTIVE,CAMPAIGN_PAUSED,,458.57,37928,601,VID | ALL Programs | Calgary Beltline | Carousel-video | v1,vid-all-programs-calgary-beltline-carousel-video-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237167874470400,carousel | beltline | attention,120230793807800400,beltline | LSM | conversions (updated),120237167874450400,beltline | lookalike | 10 km | 4+ age,ACTIVE,CAMPAIGN_PAUSED,,71.97,5278,63,CAR | ALL Programs | Calgary Beltline | Attention | v1,car-all-programs-calgary-beltline-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237266318390400,carousel | chilliwack | attention,120228936681010400,CEFA | Chilliwack | LSM | META | LEADS | BOF | Enrollment,120237266318380400,chilliwack | re-targeting | 20 km,ACTIVE,CAMPAIGN_PAUSED,,216.78,27975,165,CAR | ALL Programs | Chilliwack | Attention | v1,car-all-programs-chilliwack-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237266318420400,carousel | chilliwack | nearby,120228936681010400,CEFA | Chilliwack | LSM | META | LEADS | BOF | Enrollment,120237266318380400,chilliwack | re-targeting | 20 km,ACTIVE,CAMPAIGN_PAUSED,,31.1,4301,16,CAR | ALL Programs | Chilliwack | Nearby | v1,car-all-programs-chilliwack-nearby-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237266318430400,video | chilliwack | slideshow | nearby,120228936681010400,CEFA | Chilliwack | LSM | META | LEADS | BOF | Enrollment,120237266318380400,chilliwack | re-targeting | 20 km,ACTIVE,CAMPAIGN_PAUSED,,1.26,168,2,VID | ALL Programs | Chilliwack | Slideshow | v1,vid-all-programs-chilliwack-slideshow-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237266318440400,image | chilliwack | boy | nearby,120228936681010400,CEFA | Chilliwack | LSM | META | LEADS | BOF | Enrollment,120237266318380400,chilliwack | re-targeting | 20 km,ACTIVE,CAMPAIGN_PAUSED,,0.39,55,0,IMG | ALL Programs | Chilliwack | Boy | v1,img-all-programs-chilliwack-boy-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237266318450400,video | chilliwack | attention,120228936681010400,CEFA | Chilliwack | LSM | META | LEADS | BOF | Enrollment,120237266318380400,chilliwack | re-targeting | 20 km,ACTIVE,CAMPAIGN_PAUSED,,5.41,906,2,VID | ALL Programs | Chilliwack | Attention | v1,vid-all-programs-chilliwack-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237968069050400,cornerstone | LSM | weekend program | school readiness,120230564571010400,CEFA | Cornerstone | LSM | META | LEADS | BOF | Enrollment,120230564571030400,cornerstone | LSM | weekend program | early learning,ACTIVE,CAMPAIGN_PAUSED,,22.68,1734,20,UNK | ALL Programs | Cornerstone | LSM | v1,unk-all-programs-cornerstone-lsm-v1,needs_review,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120237968082480400,cornerstone | LSM | weekend program | working professional,120230564571010400,CEFA | Cornerstone | LSM | META | LEADS | BOF | Enrollment,120230564571030400,cornerstone | LSM | weekend program | early learning,ACTIVE,CAMPAIGN_PAUSED,,32.8,2407,44,UNK | ALL Programs | Cornerstone | LSM | v1,unk-all-programs-cornerstone-lsm-v1,needs_review,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120238607766340400,existing post | 8 questions to ask,120219786218160400,CEFA | All Locations | CORP | META | ENGAGEMENT | TOF | Boost,120238607766360400,canada locations | audience: shopify + inquiry submit FB/IG,ACTIVE,CAMPAIGN_PAUSED,,0.3,54,7,UNK | ALL Programs | Existing Post | 8 Questions To Ask | v1,unk-all-programs-existing-post-8-questions-to-ask-v1,needs_review,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120238607766350400,existing post | daycare vs cefa,120219786218160400,CEFA | All Locations | CORP | META | ENGAGEMENT | TOF | Boost,120238607766360400,canada locations | audience: shopify + inquiry submit FB/IG,ACTIVE,CAMPAIGN_PAUSED,,1.17,146,9,UNK | ALL Programs | Existing Post | Daycare Vs CEFA | v1,unk-all-programs-existing-post-daycare-vs-cefa-v1,needs_review,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120238607766410400,existing post | influencer activity: math,120219786218160400,CEFA | All Locations | CORP | META | ENGAGEMENT | TOF | Boost,120238607766360400,canada locations | audience: shopify + inquiry submit FB/IG,ACTIVE,CAMPAIGN_PAUSED,,755.74,102565,3652,UNK | ALL Programs | Existing Post | Influencer Activity: Math | v1,unk-all-programs-existing-post-influencer-activity-math-v1,needs_review,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120238607777200400,existing post | montessori vs cefa | IG,120219786218160400,CEFA | All Locations | CORP | META | ENGAGEMENT | TOF | Boost,120238607766360400,canada locations | audience: shopify + inquiry submit FB/IG,ACTIVE,CAMPAIGN_PAUSED,,50.26,6024,150,UNK | ALL Programs | Existing Post | Montessori Vs CEFA | v1,unk-all-programs-existing-post-montessori-vs-cefa-v1,needs_review,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120238608033540400,existing post | daycare vs cefa | fb,120219786218160400,CEFA | All Locations | CORP | META | ENGAGEMENT | TOF | Boost,120238607766360400,canada locations | audience: shopify + inquiry submit FB/IG,ACTIVE,CAMPAIGN_PAUSED,,0.38,35,4,UNK | ALL Programs | Existing Post | Daycare Vs CEFA | v1,unk-all-programs-existing-post-daycare-vs-cefa-v1,needs_review,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120238943021710400,cornerstone | LSM | weekend program | socialization,120230564571010400,CEFA | Cornerstone | LSM | META | LEADS | BOF | Enrollment,120238943021720400,cornerstone | LSM | weekend program | school readiness,ACTIVE,CAMPAIGN_PAUSED,,4.66,321,0,UNK | ALL Programs | Cornerstone | LSM | v1,unk-all-programs-cornerstone-lsm-v1,needs_review,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120238943021730400,cornerstone | LSM | weekend program | school readiness,120230564571010400,CEFA | Cornerstone | LSM | META | LEADS | BOF | Enrollment,120238943021720400,cornerstone | LSM | weekend program | school readiness,ACTIVE,CAMPAIGN_PAUSED,,69.9,5720,61,UNK | ALL Programs | Cornerstone | LSM | v1,unk-all-programs-cornerstone-lsm-v1,needs_review,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120238943021740400,cornerstone | LSM | weekend program | working professional,120230564571010400,CEFA | Cornerstone | LSM | META | LEADS | BOF | Enrollment,120238943021720400,cornerstone | LSM | weekend program | school readiness,ACTIVE,CAMPAIGN_PAUSED,,110.26,8841,74,UNK | ALL Programs | Cornerstone | LSM | v1,unk-all-programs-cornerstone-lsm-v1,needs_review,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120238943021750400,cornerstone | LSM | weekend program | attention,120230564571010400,CEFA | Cornerstone | LSM | META | LEADS | BOF | Enrollment,120238943021720400,cornerstone | LSM | weekend program | school readiness,ACTIVE,CAMPAIGN_PAUSED,,236.61,21314,231,UNK | ALL Programs | Cornerstone | LSM | v1,unk-all-programs-cornerstone-lsm-v1,needs_review,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120239221097980400,carousel | capilano | attention,120236310703570400,capilano | LSM | conversion | daily,120236310703560400,capilano | Lookalike | Website Visitors 1% | 10 km,ACTIVE,CAMPAIGN_PAUSED,,2069.66,223572,1001,CAR | ALL Programs | Capilano | Attention | v1,car-all-programs-capilano-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120239408164430400,Northland | carousel | attention,120239408164440400,Northland | LSM | OUTCOME_LEADS,120239408164450400,Lookalike | Calgary_Northland | +25 km,ACTIVE,CAMPAIGN_PAUSED,,1175.4,89790,871,CAR | ALL Programs | Northland | Carousel | v1,car-all-programs-northland-carousel-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120239408221980400,Northland | carousel-video | attention,120239408164440400,Northland | LSM | OUTCOME_LEADS,120239408164450400,Lookalike | Calgary_Northland | +25 km,ACTIVE,CAMPAIGN_PAUSED,,241.93,19079,193,CAR | ALL Programs | Northland | Carousel-video | v1,car-all-programs-northland-carousel-video-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120239567949860400,image | richmond south | asian | attention new,120236442533480400,CEFA | Richmond South | LSM | META | LEADS | BOF | Enrollment,120236442533470400,richmond south | broad  - parents | 25 - 45,ACTIVE,CAMPAIGN_PAUSED,,134.55,13722,103,IMG | ALL Programs | Richmond South | Asian | v1,img-all-programs-richmond-south-asian-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120239583489890400,image | richmond south | asian | attention new,120236442533480400,CEFA | Richmond South | LSM | META | LEADS | BOF | Enrollment,120237091770000400,richmond south | rich -parents | 25 - 45,ACTIVE,CAMPAIGN_PAUSED,,854.43,79039,527,IMG | ALL Programs | Richmond South | Asian | v1,img-all-programs-richmond-south-asian-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120240250086320400,image | children | attention,120240250086310400,Victoria Heights | LSM | prospecting | lifetime,120240250086330400,Victoria Heights | LSM | broad | 23km,ACTIVE,ADSET_PAUSED,,4104.6,314935,1495,IMG | ALL Programs | Children | Attention | v1,img-all-programs-children-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120240250339870400,carousel | interior | attention,120240250086310400,Victoria Heights | LSM | prospecting | lifetime,120240250086330400,Victoria Heights | LSM | broad | 23km,ACTIVE,ADSET_PAUSED,,7143.94,517769,3320,CAR | ALL Programs | Interior | Attention | v1,car-all-programs-interior-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120240250425370400,image | children | montessori,120240250086310400,Victoria Heights | LSM | prospecting | lifetime,120240250086330400,Victoria Heights | LSM | broad | 23km,ACTIVE,ADSET_PAUSED,,447.82,32841,106,IMG | ALL Programs | Children | Montessori | v1,img-all-programs-children-montessori-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120240250499860400,image | children | nearby,120240250086310400,Victoria Heights | LSM | prospecting | lifetime,120240250086330400,Victoria Heights | LSM | broad | 23km,ACTIVE,ADSET_PAUSED,,27.92,2212,17,IMG | ALL Programs | Children | Nearby | v1,img-all-programs-children-nearby-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120240250563880400,carousel | interior | nearby,120240250086310400,Victoria Heights | LSM | prospecting | lifetime,120240250086330400,Victoria Heights | LSM | broad | 23km,ACTIVE,ADSET_PAUSED,,394.34,28768,98,CAR | ALL Programs | Interior | Nearby | v1,car-all-programs-interior-nearby-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120240250652730400,carousel | interior | montessori,120240250086310400,Victoria Heights | LSM | prospecting | lifetime,120240250086330400,Victoria Heights | LSM | broad | 23km,ACTIVE,ADSET_PAUSED,,347.22,31117,67,CAR | ALL Programs | Interior | Montessori | v1,car-all-programs-interior-montessori-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120241750649090400,carousel | park royal | attention – Copy,120236379018370400,park royal | LSM | prospecting | daily,120236379018300400,"park royal | interests: child, day care | 25 - 45 | 10 mi",ACTIVE,CAMPAIGN_PAUSED,,1081.01,134499,742,CAR | ALL Programs | Park Royal | Attention | v2,car-all-programs-park-royal-attention-v2,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120241750649100400,carousel | park royal | montessori – Copy,120236379018370400,park royal | LSM | prospecting | daily,120236379018300400,"park royal | interests: child, day care | 25 - 45 | 10 mi",ACTIVE,CAMPAIGN_PAUSED,,176.47,23569,71,CAR | ALL Programs | Park Royal | Montessori | v2,car-all-programs-park-royal-montessori-v2,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120241753836280400,CAR | Interior | New location | CP01 | CR01 | v1,120241753836290400,CEFA | Campbell Heights | LSM | META | LEADS | BOF | Enrollment | ALL | 20260106 | 001,120241753836300400,Prospective Parents | Broad | Campbell Heights | Auto,ACTIVE,CAMPAIGN_PAUSED,,30.37,2737,62,CAR | ALL Programs | Interior | New Location | v1,car-all-programs-interior-new-location-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120241755334540400,CAR | Interior | Attention | CP02 | CR01 | v1,120241753836290400,CEFA | Campbell Heights | LSM | META | LEADS | BOF | Enrollment | ALL | 20260106 | 001,120241753836300400,Prospective Parents | Broad | Campbell Heights | Auto,ACTIVE,CAMPAIGN_PAUSED,,311.54,29079,451,CAR | ALL Programs | Interior | Attention | v1,car-all-programs-interior-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120241755344420400,IMG | Play | New location | CP01 | CR01 | v1,120241753836290400,CEFA | Campbell Heights | LSM | META | LEADS | BOF | Enrollment | ALL | 20260106 | 001,120241753836300400,Prospective Parents | Broad | Campbell Heights | Auto,ACTIVE,CAMPAIGN_PAUSED,,23.06,1634,26,IMG | ALL Programs | Play | New Location | v1,img-all-programs-play-new-location-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120241755358190400,IMG | Play | Attention | CP02 | CR01 | v1,120241753836290400,CEFA | Campbell Heights | LSM | META | LEADS | BOF | Enrollment | ALL | 20260106 | 001,120241753836300400,Prospective Parents | Broad | Campbell Heights | Auto,ACTIVE,CAMPAIGN_PAUSED,,1478.88,128785,882,IMG | ALL Programs | Play | Attention | v1,img-all-programs-play-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120241755367480400,VID | Classroom | New location | CP01 | CR01 | v1,120241753836290400,CEFA | Campbell Heights | LSM | META | LEADS | BOF | Enrollment | ALL | 20260106 | 001,120241753836300400,Prospective Parents | Broad | Campbell Heights | Auto,ACTIVE,CAMPAIGN_PAUSED,,42.97,4681,37,VID | ALL Programs | Classroom | New Location | v1,vid-all-programs-classroom-new-location-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
Verified live Meta API read; proposed names are Partial/inferred,2026-05-04 17:11 PDT,2026-04-05,2026-05-04,parent,CEFA Early Learning,act_1595846967472729,ad,120241755374710400,VID | Classroom | Attention | CP02 | CR01 | v1,120241753836290400,CEFA | Campbell Heights | LSM | META | LEADS | BOF | Enrollment | ALL | 20260106 | 001,120241753836300400,Prospective Parents | Broad | Campbell Heights | Auto,ACTIVE,CAMPAIGN_PAUSED,,309.25,34166,335,VID | ALL Programs | Classroom | Attention | v1,vid-all-programs-classroom-attention-v1,proposed,ad program/topic defaulted or inferred; verify creative content before live rename
